Date,SGD,CNY
19-May-21,3.0974,0.6416
20-May-21,3.1042,0.6434
21-May-21,3.1099,0.6431
24-May-21,3.106,0.6433
25-May-21,3.1182,0.6448
27-May-21,3.1251,0.6481
28-May-21,3.1243,0.6485
31-May-21,3.1289,0.6503
1-Jun-21,3.1185,0.6464
2-Jun-21,3.1176,0.6459
3-Jun-21,3.1159,0.6455
4-Jun-21,3.1089,0.6448
8-Jun-21,3.1126,0.6436
9-Jun-21,3.1107,0.6434
10-Jun-21,3.1072,0.6444
11-Jun-21,3.1085,0.6436
14-Jun-21,3.0992,0.6424
15-Jun-21,3.098,0.6423
16-Jun-21,3.1009,0.6426
17-Jun-21,3.0944,0.6463
18-Jun-21,3.0829,0.642
21-Jun-21,3.0779,0.6416
22-Jun-21,3.08,0.6404
23-Jun-21,3.0871,0.6403
24-Jun-21,3.0914,0.6428
25-Jun-21,3.0964,0.6427
28-Jun-21,3.0888,0.6423
29-Jun-21,3.0857,0.6421
30-Jun-21,3.0858,0.6423
1-Jul-21,3.0857,0.6431
2-Jul-21,3.082,0.6431
5-Jul-21,3.0818,0.6415
6-Jul-21,3.089,0.6428
7-Jul-21,3.0848,0.6414
8-Jul-21,3.087,0.644
9-Jul-21,3.0905,0.6445
12-Jul-21,3.0958,0.6458
13-Jul-21,3.1005,0.647
14-Jul-21,3.0949,0.6488
15-Jul-21,3.0987,0.6486
16-Jul-21,3.0987,0.6495
19-Jul-21,3.0988,0.6497
21-Jul-21,3.0925,0.6515
22-Jul-21,3.0973,0.6532
23-Jul-21,3.108,0.6523
26-Jul-21,3.1032,0.652
27-Jul-21,3.1119,0.6517
28-Jul-21,3.1118,0.6499
29-Jul-21,3.1149,0.651
30-Jul-21,3.1273,0.6559
2-Aug-21,3.1186,0.6536
3-Aug-21,3.1202,0.6532
4-Aug-21,3.1276,0.6532
5-Aug-21,3.1223,0.6527
6-Aug-21,3.1174,0.6523
9-Aug-21,3.1136,0.6511
11-Aug-21,3.1146,0.6533
12-Aug-21,3.1213,0.6535
13-Aug-21,3.1186,0.6536
16-Aug-21,3.128,0.6545
17-Aug-21,3.1225,0.6542
18-Aug-21,3.1128,0.6536
19-Aug-21,3.1095,0.6533
20-Aug-21,3.1051,0.6521
23-Aug-21,3.1086,0.6511
24-Aug-21,3.1099,0.6511
25-Aug-21,3.1096,0.6508
26-Aug-21,3.1012,0.6477
27-Aug-21,3.0999,0.6479
30-Aug-21,3.1011,0.645
1-Sep-21,3.0824,0.6419
2-Sep-21,3.0832,0.6417
3-Sep-21,3.0914,0.6425
6-Sep-21,3.085,0.6417
7-Sep-21,3.0872,0.6411
8-Sep-21,3.0878,0.6425
9-Sep-21,3.0824,0.6425
10-Sep-21,3.0866,0.6417
13-Sep-21,3.0843,0.6424
14-Sep-21,3.0878,0.6424
15-Sep-21,3.0979,0.6464
17-Sep-21,3.0991,0.6461
20-Sep-21,3.0983,0.647
21-Sep-21,3.0967,0.6476
22-Sep-21,3.0931,0.6475
23-Sep-21,3.094,0.6483
24-Sep-21,3.0953,0.6464
27-Sep-21,3.0938,0.6471
28-Sep-21,3.0846,0.6473
29-Sep-21,3.0827,0.648
30-Sep-21,3.0746,0.6469
1-Oct-21,3.0766,0.6487
4-Oct-21,3.0749,0.6472
5-Oct-21,3.0726,0.6474
6-Oct-21,3.0779,0.6479
7-Oct-21,3.075,0.6479
8-Oct-21,3.0775,0.6483
11-Oct-21,3.0795,0.6463
12-Oct-21,3.0756,0.6469
13-Oct-21,3.0704,0.6458
14-Oct-21,3.0759,0.6454
15-Oct-21,3.081,0.645
18-Oct-21,3.0804,0.6458
20-Oct-21,3.0879,0.6509
21-Oct-21,3.0933,0.6494
22-Oct-21,3.0868,0.6501
25-Oct-21,3.0819,0.6502
26-Oct-21,3.0799,0.6498
27-Oct-21,3.0753,0.6491
28-Oct-21,3.0775,0.6497
29-Oct-21,3.0824,0.6483
1-Nov-21,3.0715,0.647
2-Nov-21,3.0756,0.6481
3-Nov-21,3.0778,0.6487
5-Nov-21,3.0765,0.6497
8-Nov-21,3.0733,0.6488
9-Nov-21,3.0784,0.6489
10-Nov-21,3.0783,0.6487
11-Nov-21,3.0734,0.6508
12-Nov-21,3.074,0.6517
15-Nov-21,3.0782,0.6523
16-Nov-21,3.0762,0.6521
17-Nov-21,3.074,0.6525
18-Nov-21,3.0779,0.6544
19-Nov-21,3.0789,0.6541
22-Nov-21,3.0724,0.6554
23-Nov-21,3.0669,0.6554
24-Nov-21,3.0742,0.657
25-Nov-21,3.0797,0.659
26-Nov-21,3.092,0.6627
29-Nov-21,3.0912,0.6624
30-Nov-21,3.0954,0.663
1-Dec-21,3.0784,0.6602
2-Dec-21,3.0874,0.6623
3-Dec-21,3.0896,0.6637
6-Dec-21,3.0847,0.6633
7-Dec-21,3.0868,0.663
8-Dec-21,3.0915,0.663
9-Dec-21,3.094,0.6641
10-Dec-21,3.09,0.6616
13-Dec-21,3.0848,0.6604
14-Dec-21,3.0896,0.6638
15-Dec-21,3.0898,0.6647
16-Dec-21,3.0909,0.6635
17-Dec-21,3.0884,0.6613
20-Dec-21,3.0924,0.6629
21-Dec-21,3.089,0.6623
22-Dec-21,3.0815,0.6599
23-Dec-21,3.0883,0.6603
24-Dec-21,3.0892,0.6586
27-Dec-21,3.0902,0.6588
28-Dec-21,3.084,0.6562
29-Dec-21,3.0865,0.6563
30-Dec-21,3.0854,0.6544
31-Dec-21,3.0853,0.6542
3-Jan-22,3.0918,0.6555
4-Jan-22,3.0866,0.6571
5-Jan-22,3.0891,0.6575
6-Jan-22,3.0922,0.6594
7-Jan-22,3.0946,0.66
10-Jan-22,3.0951,0.658
11-Jan-22,3.0967,0.6582
12-Jan-22,3.0917,0.6551
13-Jan-22,3.0981,0.6562
14-Jan-22,3.1057,0.6572
17-Jan-22,3.103,0.6587
19-Jan-22,3.1029,0.6598
20-Jan-22,3.1062,0.6595
21-Jan-22,3.1088,0.6609
24-Jan-22,3.1103,0.66
25-Jan-22,3.1144,0.6612
26-Jan-22,3.1157,0.6621
27-Jan-22,3.1138,0.6651
28-Jan-22,3.1009,0.6586
31-Jan-22,3.0856,0.6579
3-Feb-22,3.0975,0.6564
4-Feb-22,3.1099,0.6571
7-Feb-22,3.1083,0.6604
8-Feb-22,3.112,0.6567
9-Feb-22,3.1095,0.6571
10-Feb-22,3.1168,0.6575
11-Feb-22,3.1102,0.6588
14-Feb-22,3.112,0.6593
15-Feb-22,3.1072,0.6583
16-Feb-22,3.11,0.6598
17-Feb-22,3.1139,0.6595
18-Feb-22,3.1151,0.6602
21-Feb-22,3.1113,0.6617
22-Feb-22,3.1057,0.6602
23-Feb-22,3.1083,0.6608
24-Feb-22,3.1057,0.663
25-Feb-22,3.0974,0.6629
28-Feb-22,3.0906,0.6644
1-Mar-22,3.0899,0.6643
2-Mar-22,3.0886,0.6644
3-Mar-22,3.0888,0.6627
4-Mar-22,3.0787,0.6626
7-Mar-22,3.0634,0.6608
8-Mar-22,3.0655,0.6613
9-Mar-22,3.0632,0.6614
10-Mar-22,3.0769,0.6621
11-Mar-22,3.0794,0.6622
14-Mar-22,3.0746,0.6614
15-Mar-22,3.0764,0.6602
16-Mar-22,3.0746,0.6595
17-Mar-22,3.0788,0.6581
18-Mar-22,3.097,0.6605
21-Mar-22,3.0937,0.6594
22-Mar-22,3.0956,0.6623
23-Mar-22,3.1013,0.6612
24-Mar-22,3.117,0.6641
25-Mar-22,3.1089,0.6626
28-Mar-22,3.0943,0.6608
29-Mar-22,3.0991,0.6622
30-Mar-22,3.1016,0.6606
31-Mar-22,3.1052,0.6618
1-Apr-22,3.1029,0.664
4-Apr-22,3.1048,0.6619
5-Apr-22,3.109,0.6628
6-Apr-22,3.0974,0.6624
7-Apr-22,3.1011,0.6626
8-Apr-22,3.0965,0.6629
11-Apr-22,3.0967,0.6635
12-Apr-22,3.1025,0.665
13-Apr-22,3.0984,0.6642
14-Apr-22,3.1104,0.6629
15-Apr-22,3.1168,0.6632
18-Apr-22,3.1154,0.665
20-Apr-22,3.1235,0.6685
21-Apr-22,3.1383,0.6675
22-Apr-22,3.1536,0.6672
25-Apr-22,3.1577,0.6663
26-Apr-22,3.1666,0.6629
27-Apr-22,3.1578,0.6642
28-Apr-22,3.1509,0.6639
29-Apr-22,3.1476,0.6579
5-May-22,3.1553,0.6561
6-May-22,3.1486,0.6553
9-May-22,3.1467,0.6558
10-May-22,3.1471,0.6509
11-May-22,3.1493,0.6506
12-May-22,3.1531,0.6517
13-May-22,3.1449,0.6467
17-May-22,3.1563,0.6468
18-May-22,3.1658,0.6504
19-May-22,3.1681,0.652
20-May-22,3.1815,0.6542
23-May-22,3.1841,0.6554
24-May-22,3.1909,0.6601
25-May-22,3.1957,0.6594
26-May-22,3.1967,0.6561
27-May-22,3.1969,0.6514
30-May-22,3.195,0.6528
31-May-22,3.1907,0.6562
1-Jun-22,3.1935,0.6558
2-Jun-22,3.1915,0.6562
3-Jun-22,3.194,0.6571
7-Jun-22,3.1876,0.6605
8-Jun-22,3.1933,0.6583
9-Jun-22,3.1895,0.657
10-Jun-22,3.1825,0.657
13-Jun-22,3.1688,0.6571
14-Jun-22,3.1724,0.6544
14-Jun-22,3.1724,0.6544
15-Jun-22,3.1723,0.6554
16-Jun-22,3.1681,0.6546
17-Jun-22,3.1728,0.6556
20-Jun-22,3.1673,0.655
21-Jun-22,3.1697,0.6568
22-Jun-22,3.1697,0.6573
23-Jun-22,3.1726,0.6565
24-Jun-22,3.1641,0.657
27-Jun-22,3.1723,0.6574
28-Jun-22,3.1717,0.6566
29-Jun-22,3.1679,0.6555
30-Jun-22,3.1596,0.657
4-Jul-22,3.1553,0.6575
5-Jul-22,3.1587,0.6586
6-Jul-22,3.1487,0.658
7-Jul-22,3.1499,0.6594
8-Jul-22,3.1622,0.6598
12-Jul-22,3.151,0.6595
13-Jul-22,3.1506,0.6595
14-Jul-22,3.1762,0.6597
15-Jul-22,3.1662,0.6577
15-Jul-22,3.1662,0.6577
18-Jul-22,3.1772,0.6573
19-Jul-22,3.1841,0.6602
20-Jul-22,3.1955,0.6589
21-Jul-22,3.1963,0.6592
22-Jul-22,3.1992,0.6577
25-Jul-22,3.2015,0.6591
26-Jul-22,3.2133,0.6597
27-Jul-22,3.2076,0.6585
28-Jul-22,3.2177,0.6584
29-Jul-22,3.2215,0.659
1-Aug-22,3.2204,0.6594
2-Aug-22,3.2333,0.6574
3-Aug-22,3.2204,0.6598
4-Aug-22,3.2261,0.6588
5-Aug-22,3.236,0.66
8-Aug-22,3.2241,0.6592
9-Aug-22,3.2301,0.6599
10-Aug-22,3.2285,0.6596
11-Aug-22,3.238,0.6601
12-Aug-22,3.2433,0.659
15-Aug-22,3.2419,0.6589
16-Aug-22,3.239,0.659
17-Aug-22,3.2369,0.6572
18-Aug-22,3.2325,0.6586
19-Aug-22,3.2274,0.6598
22-Aug-22,3.2132,0.6576
23-Aug-22,3.2105,0.6551
24-Aug-22,3.2143,0.6557
25-Aug-22,3.2173,0.6531
26-Aug-22,3.2159,0.6528
29-Aug-22,3.2016,0.6518
30-Aug-22,3.2122,0.6488
1-Sep-22,3.2026,0.6505
2-Sep-22,3.1989,0.649
5-Sep-22,3.1958,0.65
6-Sep-22,3.2013,0.6467
7-Sep-22,3.1963,0.6471
8-Sep-22,3.1969,0.6456
9-Sep-22,3.2041,0.6459
12-Sep-22,3.2138,0.649
13-Sep-22,3.225,0.6497
14-Sep-22,3.2141,0.6526
15-Sep-22,3.22,0.6502
19-Sep-22,3.2234,0.6497
20-Sep-22,3.2292,0.6488
21-Sep-22,3.2353,0.6502
22-Sep-22,3.2155,0.6477
23-Sep-22,3.2203,0.6451
26-Sep-22,3.193,0.6433
27-Sep-22,3.2077,0.6451
28-Sep-22,3.2026,0.6426
29-Sep-22,3.2183,0.6422
30-Sep-22,3.2352,0.65
3-Oct-22,3.2317,0.652
4-Oct-22,3.2442,0.6524
5-Oct-22,3.2551,0.6511
6-Oct-22,3.2537,0.6503
7-Oct-22,3.2501,0.6527
11-Oct-22,3.2463,0.6515
12-Oct-22,3.2451,0.6517
13-Oct-22,3.2662,0.6527
14-Oct-22,3.2959,0.6543
17-Oct-22,3.3002,0.6547
18-Oct-22,3.3164,0.6547
19-Oct-22,3.3214,0.6546
20-Oct-22,3.3139,0.6534
21-Oct-22,3.3218,0.6557
25-Oct-22,3.3354,0.6523
26-Oct-22,3.3333,0.6505
27-Oct-22,3.3466,0.6553
28-Oct-22,3.3485,0.6528
31-Oct-22,3.3466,0.6514
1-Nov-22,3.342,0.6477
2-Nov-22,3.3541,0.6512
3-Nov-22,3.3456,0.6503
4-Nov-22,3.3354,0.6493
7-Nov-22,3.3686,0.6599
8-Nov-22,3.3805,0.6547
9-Nov-22,3.3805,0.6528
10-Nov-22,3.3597,0.6502
11-Nov-22,3.35,0.6446
14-Nov-22,3.3581,0.6487
15-Nov-22,3.3435,0.6487
16-Nov-22,3.3052,0.6437
17-Nov-22,3.3139,0.6404
21-Nov-22,3.3246,0.6426
22-Nov-22,3.3114,0.6381
23-Nov-22,3.3179,0.6404
24-Nov-22,3.3048,0.6352
25-Nov-22,3.2493,0.6252
29-Nov-22,3.2618,0.6242
30-Nov-22,3.2768,0.629
1-Dec-22,3.2445,0.6207
2-Dec-22,3.2404,0.6231
5-Dec-22,3.2405,0.6232
6-Dec-22,3.2288,0.6286
7-Dec-22,3.2318,0.6277
8-Dec-22,3.2351,0.6295
9-Dec-22,3.2485,0.6303
12-Dec-22,3.2522,0.6334
13-Dec-22,3.2686,0.6342
14-Dec-22,3.27,0.6342
15-Dec-22,3.2645,0.6326
16-Dec-22,3.2526,0.6332
19-Dec-22,3.2572,0.6333
20-Dec-22,3.2643,0.6345
21-Dec-22,3.2793,0.6363
22-Dec-22,3.2817,0.6345
23-Dec-22,3.272,0.6341
27-Dec-22,3.2798,0.634
28-Dec-22,3.2898,0.6365
29-Dec-22,3.278,0.6338
30-Dec-22,3.2822,0.6332
3-Jan-23,3.2764,0.637
4-Jan-23,3.2751,0.6364
5-Jan-23,3.2843,0.6389
6-Jan-23,3.2681,0.6383
9-Jan-23,3.2816,0.6404
10-Jan-23,3.2825,0.645
11-Jan-23,3.2808,0.6445
12-Jan-23,3.2777,0.6442
13-Jan-23,3.2766,0.6423
16-Jan-23,3.282,0.6458
17-Jan-23,3.268,0.641
18-Jan-23,3.2735,0.6383
19-Jan-23,3.2675,0.6398
20-Jan-23,3.2509,0.6339
25-Jan-23,3.2366,0.6296
26-Jan-23,3.2369,0.6264
27-Jan-23,3.2225,0.6226
30-Jan-23,3.2246,0.6236
31-Jan-23,3.2299,0.6288
2-Feb-23,3.2406,0.627
3-Feb-23,3.2464,0.6322
7-Feb-23,3.2427,0.633
8-Feb-23,3.2405,0.6317
9-Feb-23,3.2414,0.6335
10-Feb-23,3.2597,0.6372
13-Feb-23,3.2574,0.6364
14-Feb-23,3.2733,0.637
15-Feb-23,3.2779,0.6378
16-Feb-23,3.3042,0.6444
17-Feb-23,3.3057,0.6445
20-Feb-23,3.3044,0.6435
21-Feb-23,3.3141,0.6461
22-Feb-23,3.3129,0.6455
23-Feb-23,3.3077,0.6432
24-Feb-23,3.3015,0.6414
27-Feb-23,3.2985,0.6398
28-Feb-23,3.3133,0.6427
1-Mar-23,3.3291,0.6482
2-Mar-23,3.3254,0.65
3-Mar-23,3.3205,0.6461
6-Mar-23,3.3229,0.6469
7-Mar-23,3.3229,0.6454
8-Mar-23,3.3267,0.6468
9-Mar-23,3.3378,0.6497
10-Mar-23,3.3402,0.6488
13-Mar-23,3.3412,0.6528
14-Mar-23,3.3264,0.655
15-Mar-23,3.3262,0.6512
16-Mar-23,3.3314,0.6514
17-Mar-23,3.3363,0.6513
20-Mar-23,3.3318,0.6482
21-Mar-23,3.3411,0.6497
22-Mar-23,3.3408,0.6487
23-Mar-23,3.3386,0.6445
24-Mar-23,3.3283,0.648
27-Mar-23,3.3218,0.6445
28-Mar-23,3.2965,0.6363
29-Mar-23,3.3087,0.6389
30-Mar-23,3.3221,0.6414
31-Mar-23,3.323,0.642
3-Apr-23,3.3163,0.6433
4-Apr-23,3.316,0.6398
5-Apr-23,3.3155,0.6387
6-Apr-23,3.3125,0.6397
7-Apr-23,3.3043,0.6396
10-Apr-23,3.3061,0.6408
11-Apr-23,3.3142,0.6414
12-Apr-23,3.3126,0.641
13-Apr-23,3.3135,0.6399
14-Apr-23,3.3089,0.6387
17-Apr-23,3.3103,0.6419
18-Apr-23,3.3188,0.6435
19-Apr-23,3.3233,0.6436
20-Apr-23,3.3169,0.643
25-Apr-23,3.3198,0.6416
26-Apr-23,3.3336,0.6433
27-Apr-23,3.3361,0.6432
28-Apr-23,3.3388,0.6436
2-May-23,3.3393,0.6456
2-May-23,3.3393,0.6456
3-May-23,3.3401,0.6447
5-May-23,3.3421,0.6421
8-May-23,3.3487,0.6425
9-May-23,3.3446,0.6416
10-May-23,3.3502,0.6423
11-May-23,3.3585,0.6413
12-May-23,3.3601,0.6436
15-May-23,3.3552,0.6455
16-May-23,3.361,0.6458
17-May-23,3.3669,0.6464
18-May-23,3.3693,0.6462
19-May-23,3.3702,0.6455
22-May-23,3.3728,0.6467
23-May-23,3.3767,0.6461
24-May-23,3.3994,0.649
25-May-23,3.4116,0.6525
26-May-23,3.4155,0.6536
29-May-23,3.4102,0.6529
30-May-23,3.4055,0.6513
31-May-23,3.4044,0.6496
1-Jun-23,3.4048,0.6476
2-Jun-23,3.411,0.6482
6-Jun-23,3.4047,0.6468
7-Jun-23,3.413,0.6461
8-Jun-23,3.4147,0.6459
9-Jun-23,3.4259,0.6469
12-Jun-23,3.434,0.6473
13-Jun-23,3.4355,0.6461
14-Jun-23,3.4398,0.6443
15-Jun-23,3.4424,0.6447
16-Jun-23,3.4475,0.6472
19-Jun-23,3.4468,0.6476
20-Jun-23,3.4539,0.6467
21-Jun-23,3.4576,0.6472
22-Jun-23,3.4636,0.6467
23-Jun-23,3.4652,0.6491
26-Jun-23,3.4556,0.6505
27-Jun-23,3.45,0.6454
28-Jun-23,3.4507,0.6449
30-Jun-23,3.453,0.6456
3-Jul-23,3.4439,0.6427
4-Jul-23,3.4528,0.6439
5-Jul-23,3.4418,0.6438
6-Jul-23,3.4436,0.6432
7-Jul-23,3.4466,0.6434
10-Jul-23,3.454,0.6446
11-Jul-23,3.4673,0.6443
12-Jul-23,3.4692,0.6444
13-Jul-23,3.4714,0.6443
14-Jul-23,3.436,0.6349
17-Jul-23,3.432,0.635
18-Jul-23,3.4329,0.6327
20-Jul-23,3.4385,0.6301
21-Jul-23,3.4296,0.6338
24-Jul-23,3.4318,0.6351
25-Jul-23,3.4302,0.6358
26-Jul-23,3.4304,0.6386
27-Jul-23,3.4138,0.6324
28-Jul-23,3.4149,0.6338
31-Jul-23,3.414,0.6357
1-Aug-23,3.3867,0.6307
2-Aug-23,3.3855,0.6301
3-Aug-23,3.3949,0.6336
4-Aug-23,3.3903,0.634
7-Aug-23,3.3906,0.6331
8-Aug-23,3.4004,0.6345
9-Aug-23,3.3998,0.6351
10-Aug-23,3.3935,0.6337
11-Aug-23,3.3904,0.6337
14-Aug-23,3.3953,0.6354
15-Aug-23,3.4108,0.6371
16-Aug-23,3.4138,0.637
17-Aug-23,3.4088,0.6357
18-Aug-23,3.4171,0.6359
21-Aug-23,3.423,0.6378
22-Aug-23,3.4235,0.6374
23-Aug-23,3.4298,0.6382
24-Aug-23,3.4304,0.6374
25-Aug-23,3.4284,0.639
28-Aug-23,3.4253,0.6367
29-Aug-23,3.4317,0.6379
30-Aug-23,3.4321,0.6365
1-Sep-23,3.4258,0.6379
4-Sep-23,3.4301,0.6396
5-Sep-23,3.4329,0.6397
6-Sep-23,3.4295,0.6396
7-Sep-23,3.4249,0.6388
8-Sep-23,3.4245,0.6373
11-Sep-23,3.4233,0.6358
12-Sep-23,3.43,0.6406
13-Sep-23,3.4305,0.6404
14-Sep-23,3.4383,0.6429
15-Sep-23,3.432,0.6434
18-Sep-23,3.4321,0.643
19-Sep-23,3.4377,0.643
20-Sep-23,3.4381,0.6431
21-Sep-23,3.4286,0.6435
22-Sep-23,3.4267,0.641
25-Sep-23,3.4293,0.6416
26-Sep-23,3.4267,0.6407
27-Sep-23,3.4304,0.6427
29-Sep-23,3.4338,0.6426
2-Oct-23,3.4352,0.6434
3-Oct-23,3.4362,0.6467
4-Oct-23,3.436,0.6464
5-Oct-23,3.445,0.6467
6-Oct-23,3.4493,0.6464
9-Oct-23,3.4519,0.6457
10-Oct-23,3.4618,0.6477
11-Oct-23,3.464,0.6469
12-Oct-23,3.4632,0.6465
13-Oct-23,3.4554,0.6474
16-Oct-23,3.4537,0.6477
17-Oct-23,3.4559,0.6468
18-Oct-23,3.4623,0.6482
19-Oct-23,3.4661,0.6508
20-Oct-23,3.4755,0.6528
23-Oct-23,3.4778,0.6526
24-Oct-23,3.5001,0.6539
25-Oct-23,3.4991,0.6545
26-Oct-23,3.4853,0.6539
27-Oct-23,3.4874,0.6529
30-Oct-23,3.4798,0.6516
31-Oct-23,3.4833,0.6502
1-Nov-23,3.4807,0.6519
2-Nov-23,3.48,0.6494
3-Nov-23,3.4781,0.6489
6-Nov-23,3.4558,0.6402
7-Nov-23,3.4401,0.6397
8-Nov-23,3.4401,0.6403
9-Nov-23,3.4559,0.6442
10-Nov-23,3.4713,0.6483
14-Nov-23,3.4596,0.6453
15-Nov-23,3.4474,0.6415
16-Nov-23,3.4686,0.6463
17-Nov-23,3.4751,0.6464
20-Nov-23,3.4803,0.6489
21-Nov-23,3.4749,0.6481
22-Nov-23,3.4825,0.6528
23-Nov-23,3.4881,0.6538
24-Nov-23,3.4893,0.654
27-Nov-23,3.4875,0.6538
28-Nov-23,3.496,0.6529
29-Nov-23,3.4905,0.6492
30-Nov-23,3.491,0.652
1-Dec-23,3.492,0.654
4-Dec-23,3.4915,0.6521
5-Dec-23,3.488,0.653
6-Dec-23,3.4855,0.6536
7-Dec-23,3.4804,0.6524
8-Dec-23,3.4886,0.6523
11-Dec-23,3.4844,0.6522
12-Dec-23,3.4795,0.6514
13-Dec-23,3.4868,0.652
14-Dec-23,3.499,0.6498
15-Dec-23,3.5144,0.6567
18-Dec-23,3.502,0.6553
19-Dec-23,3.5248,0.6581
20-Dec-23,3.5039,0.6531
21-Dec-23,3.4961,0.6521
22-Dec-23,3.4899,0.6485
26-Dec-23,3.4831,0.6464
27-Dec-23,3.498,0.6484
28-Dec-23,3.495,0.6457
29-Dec-23,3.4826,0.6463
2-Jan-24,3.477,0.6464
3-Jan-24,3.4826,0.6466
4-Jan-24,3.4913,0.6488
5-Jan-24,3.492,0.6485
8-Jan-24,3.4965,0.6509
9-Jan-24,3.4959,0.6491
10-Jan-24,3.492,0.6486
11-Jan-24,3.4829,0.6465
12-Jan-24,3.4874,0.6473
15-Jan-24,3.487,0.6479
16-Jan-24,3.5062,0.6532
17-Jan-24,3.5024,0.6538
18-Jan-24,3.5092,0.6552
19-Jan-24,3.509,0.655
22-Jan-24,3.516,0.6547
23-Jan-24,3.5279,0.6579
24-Jan-24,3.5242,0.6587
26-Jan-24,3.5302,0.6602
29-Jan-24,3.5235,0.6589
30-Jan-24,3.5282,0.6579
31-Jan-24,3.5272,0.6584
2-Feb-24,3.534,0.6582
5-Feb-24,3.5365,0.6613
6-Feb-24,3.5301,0.6605
7-Feb-24,3.5422,0.6619
8-Feb-24,3.5435,0.6615
9-Feb-24,3.5462,0.6643
13-Feb-24,3.5387,0.6619
14-Feb-24,3.5371,0.6644
15-Feb-24,3.546,0.6644
16-Feb-24,3.5472,0.664
19-Feb-24,3.5502,0.6637
20-Feb-24,3.5541,0.665
21-Feb-24,3.5696,0.6672
22-Feb-24,3.5661,0.6662
23-Feb-24,3.5552,0.6637
26-Feb-24,3.5498,0.6632
27-Feb-24,3.5525,0.6636
28-Feb-24,3.5405,0.6609
29-Feb-24,3.5378,0.6617
1-Mar-24,3.5191,0.6589
4-Mar-24,3.5144,0.6562
5-Mar-24,3.5147,0.656
6-Mar-24,3.5264,0.6582
7-Mar-24,3.5237,0.655
8-Mar-24,3.5137,0.651
11-Mar-24,3.5174,0.6515
12-Mar-24,3.5165,0.6513
13-Mar-24,3.513,0.6516
14-Mar-24,3.5145,0.6514
15-Mar-24,3.5133,0.6531
18-Mar-24,3.5198,0.6548
19-Mar-24,3.5247,0.6558
20-Mar-24,3.5255,0.6574
21-Mar-24,3.5158,0.6538
22-Mar-24,3.5214,0.6571
25-Mar-24,3.5086,0.6552
26-Mar-24,3.5045,0.6538
27-Mar-24,3.5111,0.6548
29-Mar-24,3.5064,0.655
1-Apr-24,3.5027,0.654
2-Apr-24,3.5063,0.6561
3-Apr-24,3.5119,0.6562
4-Apr-24,3.5138,0.6548
5-Apr-24,3.5128,0.6546
8-Apr-24,3.519,0.6566
9-Apr-24,3.5223,0.6566
12-Apr-24,3.5173,0.6577
15-Apr-24,3.505,0.6593
16-Apr-24,3.5063,0.6609
17-Apr-24,3.5089,0.6616
18-Apr-24,3.5173,0.661
19-Apr-24,3.5116,0.6613
22-Apr-24,3.5096,0.6607
23-Apr-24,3.5079,0.6593
24-Apr-24,3.5078,0.6587
25-Apr-24,3.5115,0.6601
26-Apr-24,3.513,0.6598
29-Apr-24,3.5024,0.6584
30-Apr-24,3.5036,0.6591
2-May-24,3.5023,0.6584
3-May-24,3.4976,0.6537
6-May-24,3.5049,0.6535
7-May-24,3.5061,0.6569
8-May-24,3.4961,0.6566
9-May-24,3.496,0.6563
10-May-24,3.4986,0.6555
13-May-24,3.4974,0.6558
14-May-24,3.4941,0.6539
15-May-24,3.4803,0.6505
16-May-24,3.4858,0.6482
17-May-24,3.4774,0.6487
20-May-24,3.4828,0.6484
21-May-24,3.4803,0.6482
23-May-24,3.4863,0.6504
24-May-24,3.4859,0.651
27-May-24,3.4879,0.6501
28-May-24,3.4761,0.6473
29-May-24,3.4796,0.6482
30-May-24,3.4851,0.6504
31-May-24,3.4802,0.6498
4-Jun-24,3.4824,0.6472
5-Jun-24,3.487,0.6486
6-Jun-24,3.4843,0.6475
7-Jun-24,3.4869,0.6477
10-Jun-24,3.4864,0.6507
11-Jun-24,3.4878,0.6512
12-Jun-24,3.4835,0.6501
13-Jun-24,3.4854,0.649
14-Jun-24,3.4842,0.6495
18-Jun-24,3.4835,0.6491
19-Jun-24,3.4813,0.6487
20-Jun-24,3.4843,0.6488
21-Jun-24,3.4807,0.6494
24-Jun-24,3.4764,0.6491
25-Jun-24,3.4787,0.6482
26-Jun-24,3.4738,0.6481
27-Jun-24,3.4724,0.6495
28-Jun-24,3.4701,0.6491
1-Jul-24,3.4782,0.6487
2-Jul-24,3.4739,0.6492
3-Jul-24,3.4721,0.648
4-Jul-24,3.4817,0.6478
5-Jul-24,3.4831,0.6474
9-Jul-24,3.4862,0.6475
10-Jul-24,3.4818,0.6469
11-Jul-24,3.4766,0.6446
12-Jul-24,3.4753,0.6433
15-Jul-24,3.4818,0.6448
16-Jul-24,3.4742,0.6432
17-Jul-24,3.4769,0.643
18-Jul-24,3.4769,0.6416
19-Jul-24,3.4762,0.6436
22-Jul-24,3.4828,0.6442
23-Jul-24,3.4777,0.6434
24-Jul-24,3.4715,0.6423
25-Jul-24,3.4727,0.6426
26-Jul-24,3.4708,0.6448
29-Jul-24,3.4595,0.6402
30-Jul-24,3.4497,0.6384
31-Jul-24,3.4389,0.6362
1-Aug-24,3.4172,0.6323
2-Aug-24,3.4059,0.6286
5-Aug-24,3.3374,0.618
6-Aug-24,3.361,0.6238
7-Aug-24,3.3736,0.6245
8-Aug-24,3.3753,0.6239
9-Aug-24,3.374,0.6235
12-Aug-24,3.3379,0.6166
