reviewID,total_pros,total_cons
rw13333,1,0
rw13334,2,1
rw13335,4,0
rw13336,2,0
rw13337,3,1
rw13338,3,1
rw13339,1,3
rw1334,1,0
rw13340,1,1
rw13341,0,0
rw13342,2,0
rw13343,0,0
rw13344,0,0
rw13345,2,0
rw13346,2,0
rw13347,0,0
rw13348,0,0
rw13349,0,0
rw1335,3,1
rw13350,2,0
rw13351,3,0
rw13353,4,0
rw13354,0,0
rw13355,0,0
rw13356,2,0
rw13357,2,1
rw13359,2,1
rw1336,0,2
rw13360,2,1
rw13361,3,3
rw13362,1,0
rw13363,1,2
rw13364,1,0
rw13365,1,1
rw13366,1,1
rw13367,1,3
rw13368,1,1
rw13369,2,1
rw1337,0,0
rw13370,0,0
rw13371,2,1
rw13372,3,1
rw13373,1,0
rw13374,0,0
rw13375,1,0
rw13376,1,0
rw13377,0,0
rw13379,1,0
rw1338,1,3
rw13380,0,1
rw13381,1,2
rw13382,1,3
rw13383,1,0
rw13384,1,2
rw13385,1,0
rw13386,1,1
rw13387,1,1
rw13388,0,2
rw13389,3,1
rw1339,1,0
rw13390,2,0
rw13391,0,2
rw13392,0,1
rw13393,0,0
rw13394,1,3
rw13395,0,1
rw13396,0,1
rw13397,1,0
rw13398,1,0
rw13399,1,0
rw1340,2,0
rw13400,0,0
rw13401,2,0
rw13402,0,0
rw13403,1,1
rw13404,0,0
rw13405,1,1
rw13407,1,0
rw13408,0,0
rw13409,1,0
rw1341,2,4
rw13410,2,0
rw13411,0,2
rw13412,0,2
rw13413,1,0
rw13414,0,0
rw13415,1,0
rw13416,2,2
rw13417,0,2
rw13418,1,0
rw13419,0,0
rw1342,0,0
rw13420,1,0
rw13421,2,0
rw13422,1,2
rw13423,2,4
rw13424,0,0
rw13425,1,0
rw13426,1,0
rw13427,3,1
rw13428,1,0
rw13429,0,0
rw1343,1,1
rw13430,1,2
rw13431,1,0
rw13432,1,4
rw13433,1,1
rw13434,2,0
rw13435,0,0
rw13436,1,0
rw13437,1,0
rw13438,3,1
rw13439,1,1
rw1344,3,1
rw13440,2,1
rw13441,0,0
rw13442,2,1
rw13443,1,0
rw13444,1,0
rw13445,1,2
rw13446,2,0
rw13447,1,0
rw13448,1,2
rw13449,1,0
rw13450,0,1
rw13451,1,5
rw13452,2,1
rw13453,2,0
rw13454,2,3
rw13455,2,3
rw13456,0,0
rw13457,1,2
rw13458,1,3
rw13459,2,1
rw1346,0,1
rw13460,0,1
rw13461,3,0
rw13462,1,1
rw13463,0,2
rw13464,1,2
rw13465,3,1
rw13466,0,2
rw13467,1,0
rw13468,1,1
rw13469,0,1
rw1347,1,3
rw13470,0,0
rw13471,1,0
rw13472,1,1
rw13473,1,0
rw13474,2,0
rw13475,0,0
rw13476,0,3
rw13477,2,1
rw13478,0,0
rw13479,1,0
rw1348,1,1
rw13480,0,0
rw13481,0,0
rw13482,0,0
rw13483,1,1
rw13484,1,0
rw13485,1,0
rw13486,0,3
rw13487,0,2
rw13488,1,0
rw13489,1,0
rw1349,0,0
rw13490,0,0
rw13491,1,0
rw13492,0,0
rw13493,0,2
rw13494,0,1
rw13495,3,0
rw13496,0,1
rw13497,2,0
rw13498,1,4
rw13499,3,0
rw1350,8,1
rw13500,2,1
rw13501,2,0
rw13502,0,0
rw13503,0,1
rw13504,2,1
rw13505,0,1
rw13506,0,1
rw13507,0,0
rw13508,1,1
rw13509,1,1
rw1351,1,3
rw13510,1,0
rw13511,0,0
rw13512,2,4
rw13513,0,2
rw13514,1,1
rw13515,2,1
rw13516,1,0
rw13517,0,0
rw13518,4,2
rw13519,1,2
rw1352,1,0
rw13520,0,1
rw13521,0,0
rw13522,2,2
rw13523,1,0
rw13524,2,0
rw13525,1,3
rw13526,3,0
rw13527,3,1
rw13528,1,1
rw13529,1,1
rw1353,0,1
rw13530,0,1
rw13531,1,1
rw13533,0,0
rw13534,1,0
rw13535,1,2
rw13536,1,1
rw13537,1,1
rw13538,0,1
rw13539,2,0
rw1354,0,0
rw13540,0,0
rw13542,3,1
rw13543,2,1
rw13544,0,1
rw13545,2,1
rw13546,0,1
rw13547,1,0
rw13548,2,1
rw13549,0,0
rw1355,3,0
rw13550,1,0
rw13551,1,0
rw13553,0,0
rw13554,0,0
rw13555,0,0
rw13556,1,0
rw13557,2,1
rw13558,1,1
rw13559,2,0
rw1356,0,0
rw13560,0,0
rw13561,1,3
rw13562,2,1
rw13563,1,0
rw13564,1,0
rw13565,1,3
rw13566,1,1
rw13567,2,1
rw13568,2,0
rw13569,2,1
rw1357,1,0
rw13570,0,1
rw13571,3,0
rw13572,1,2
rw13573,1,1
rw13575,3,1
rw13576,0,2
rw13577,1,0
rw13578,0,0
rw13579,1,0
rw1358,2,3
rw13580,0,1
rw13581,1,0
rw13582,2,0
rw13583,0,0
rw13584,1,2
rw13585,1,0
rw13586,4,2
rw13587,0,3
rw13589,3,1
rw1359,3,1
rw13590,0,2
rw13591,1,1
rw13592,0,1
rw13593,1,0
rw13594,1,0
rw13595,1,0
rw13596,2,2
rw13597,0,0
rw13598,0,1
rw13599,0,0
rw1360,1,1
rw13600,0,2
rw13602,2,0
rw13603,0,0
rw13604,0,3
rw13605,3,0
rw13606,0,0
rw13607,1,1
rw13608,0,0
rw13609,3,2
rw1361,1,0
rw13610,3,2
rw13611,3,1
rw13612,0,3
rw13613,1,3
rw13614,2,2
rw13615,2,1
rw13616,0,1
rw13617,0,2
rw13618,0,0
rw13619,2,3
rw1362,0,1
rw13620,2,0
rw13621,0,1
rw13622,1,0
rw13623,1,0
rw13624,1,1
rw13625,0,1
rw13626,2,0
rw13627,1,0
rw13628,0,0
rw13629,0,0
rw1363,0,1
rw13630,2,4
rw13631,1,1
rw13632,0,0
rw13633,1,0
rw13634,2,0
rw13635,0,2
rw13636,1,0
rw13637,1,0
rw13638,2,2
rw13639,0,0
rw1364,0,0
rw13640,1,2
rw13641,3,0
rw13642,1,3
rw13643,0,0
rw13644,4,1
rw13645,2,1
rw13646,1,0
rw13647,0,0
rw13648,1,0
rw13649,1,0
rw1365,2,1
rw13650,4,0
rw13651,1,0
rw13652,1,0
rw13653,1,0
rw13655,1,0
rw13656,0,1
rw13657,1,1
rw13658,0,0
rw13659,0,0
rw1366,3,0
rw13660,2,2
rw13661,2,2
rw13662,2,3
rw13663,0,0
rw13664,0,1
rw13665,0,0
rw13666,1,1
rw13667,1,3
rw13668,1,0
rw13669,0,0
rw1367,0,2
rw13670,1,0
rw13671,1,2
rw13672,1,0
rw13673,1,0
rw13674,2,0
rw13675,0,1
rw13676,1,0
rw13677,0,0
rw13678,2,0
rw13679,0,0
rw1368,2,1
rw13680,0,1
rw13681,1,1
rw13682,2,0
rw13683,1,0
rw13684,1,0
rw13685,1,0
rw13686,0,0
rw13687,1,0
rw13688,1,1
rw13689,1,1
rw1369,1,2
rw13690,1,1
rw13691,0,1
rw13692,1,1
rw13693,1,3
rw13694,1,4
rw13695,0,2
rw13696,0,0
rw13697,1,1
rw13698,0,3
rw13699,1,1
rw1370,0,0
rw13700,3,0
rw13701,0,0
rw13702,1,0
rw13703,1,1
rw13704,1,0
rw13705,1,1
rw13706,0,1
rw13707,2,2
rw13708,3,2
rw13709,3,1
rw13710,1,0
rw13711,2,2
rw13712,2,2
rw13713,0,0
rw13714,1,0
rw13715,0,0
rw13716,0,1
rw13717,3,0
rw13718,0,0
rw13719,1,0
rw1372,2,1
rw13720,3,2
rw13721,0,2
rw13722,2,1
rw13723,2,0
rw13724,1,1
rw13725,1,0
rw13726,0,1
rw13727,1,1
rw13728,1,1
rw13729,1,3
rw1373,2,2
rw13731,1,0
rw13732,1,1
rw13733,2,1
rw13734,1,0
rw13735,0,0
rw13736,2,0
rw13737,0,2
rw13738,1,0
rw13739,0,0
rw1374,0,0
rw13740,0,3
rw13741,1,1
rw13742,1,2
rw13743,1,0
rw13744,0,2
rw13745,1,3
rw13746,1,0
rw13747,1,1
rw13748,0,0
rw13749,1,0
rw1375,1,0
rw13750,0,0
rw13751,0,0
rw13752,0,0
rw13753,1,0
rw13754,2,2
rw13755,1,0
rw13756,1,2
rw13757,1,0
rw13758,0,1
rw13759,2,1
rw1376,0,0
rw13760,1,1
rw13761,1,2
rw13762,2,0
rw13763,0,1
rw13764,1,0
rw13765,0,1
rw13766,1,0
rw13767,1,1
rw13768,0,1
rw13769,1,0
rw1377,0,1
rw13770,4,1
rw13771,3,1
rw13772,2,1
rw13773,1,3
rw13774,0,0
rw13775,2,3
rw13776,1,0
rw13777,2,1
rw13778,2,0
rw13779,0,1
rw1378,2,0
rw13780,1,0
rw13781,2,4
rw13782,0,1
rw13783,0,1
rw13784,0,1
rw13785,0,0
rw13787,0,2
rw13788,1,0
rw13789,1,1
rw1379,1,0
rw13790,0,0
rw13791,0,1
rw13792,0,0
rw13793,2,0
rw13794,0,0
rw13795,2,1
rw13796,1,0
rw13797,1,2
rw13798,0,0
rw13799,2,0
rw1380,1,0
rw13800,1,1
rw13801,0,1
rw13802,0,0
rw13803,0,0
rw13804,0,1
rw13805,0,2
rw13806,0,2
rw13807,1,1
rw13808,0,0
rw13809,1,0
rw1381,2,1
rw13810,1,0
rw13811,1,1
rw13812,0,0
rw13813,0,1
rw13815,0,2
rw13817,1,2
rw13818,1,0
rw13819,1,0
rw1382,3,4
rw13820,2,1
rw13821,1,1
rw13822,0,5
rw13823,1,1
rw13824,2,2
rw13825,0,0
rw13826,2,0
rw13827,2,0
rw13828,0,0
rw13829,1,0
rw1383,2,1
rw13830,0,1
rw13831,1,2
rw13832,1,2
rw13833,1,0
rw13834,0,1
rw13835,1,1
rw13836,0,0
rw13837,2,4
rw13838,0,0
rw13839,1,1
rw1384,1,0
rw13840,2,1
rw13841,2,0
rw13842,0,1
rw13843,0,1
rw13844,1,0
rw13845,2,0
rw13846,0,0
rw13847,0,0
rw13848,1,1
rw13849,1,0
rw1385,4,4
rw13850,0,1
rw13851,2,0
rw13852,0,1
rw13853,2,1
rw13854,0,0
rw13855,2,0
rw13856,0,0
rw13857,2,0
rw13858,1,1
rw13859,2,0
rw13860,0,0
rw13861,0,0
rw13862,3,1
rw13863,2,0
rw13864,0,1
rw13865,5,0
rw13866,0,1
rw13867,2,0
rw13868,0,1
rw13869,0,0
rw1387,0,0
rw13870,1,1
rw13871,1,0
rw13872,4,0
rw13873,0,1
rw13874,1,0
rw13876,0,0
rw13877,0,1
rw13878,2,0
rw13879,0,0
rw1388,1,0
rw13880,0,3
rw13881,0,0
rw13882,0,1
rw13883,0,1
rw13884,0,3
rw13885,5,1
rw13886,0,0
rw13887,1,0
rw13888,0,1
rw13889,0,0
rw1389,1,1
rw13890,3,0
rw13891,0,4
rw13892,1,0
rw13893,1,0
rw13894,0,0
rw13895,2,0
rw13896,0,0
rw13897,0,0
rw13898,2,0
rw13899,0,2
rw1390,1,1
rw13900,0,0
rw13901,1,1
rw13902,0,0
rw13903,2,0
rw13904,3,0
rw13905,1,2
rw13906,0,1
rw13907,1,0
rw13908,2,0
rw13909,0,3
rw1391,1,0
rw13910,2,0
rw13911,1,0
rw13912,1,0
rw13913,2,1
rw13914,2,2
rw13915,0,2
rw13916,0,2
rw13917,1,0
rw13918,0,1
rw13919,2,0
rw1392,7,0
rw13920,2,0
rw13921,1,1
rw13922,2,1
rw13923,1,0
rw13924,1,0
rw13925,2,0
rw13926,0,0
rw13927,2,1
rw13928,0,1
rw13929,2,1
rw1393,2,4
rw13930,1,1
rw13931,1,1
rw13932,0,0
rw13933,2,2
rw13934,0,0
rw13935,1,1
rw13936,1,1
rw13937,1,5
rw13938,2,2
rw13939,2,0
rw1394,2,0
rw13940,1,0
rw13941,1,0
rw13942,3,0
rw13943,0,1
rw13944,0,0
rw13945,0,0
rw13946,0,1
rw13947,1,2
rw13948,1,2
rw13949,1,0
rw1395,2,1
rw13950,0,0
rw13951,1,0
rw13952,0,0
rw13953,1,0
rw13954,0,0
rw13955,1,1
rw13956,1,0
rw13957,2,1
rw13958,1,3
rw13959,1,1
rw1396,3,1
rw13960,0,1
rw13961,2,2
rw13962,4,2
rw13963,1,1
rw13964,0,0
rw13965,3,0
rw13967,4,3
rw13968,1,0
rw13969,1,0
rw1397,0,0
rw13970,0,0
rw13971,0,0
rw13972,0,2
rw13973,0,0
rw13974,1,0
rw13975,1,0
rw13976,1,0
rw13977,0,0
rw13978,0,0
rw13979,1,0
rw1398,0,1
rw13980,2,1
rw13981,0,0
rw13982,1,0
rw13983,1,4
rw13984,3,0
rw13985,1,2
rw13986,3,0
rw13987,0,1
rw13988,1,1
rw13989,1,0
rw1399,0,0
rw13990,2,2
rw13991,2,3
rw13992,0,0
rw13993,0,0
rw13994,2,0
rw13995,0,1
rw13996,0,0
rw13997,1,0
rw13998,2,0
rw13999,0,1
rw1400,2,1
rw14000,0,0
rw14001,2,1
rw14002,1,0
rw14003,0,0
rw14004,0,0
rw14005,0,1
rw14006,0,0
rw14007,1,0
rw14008,0,0
rw14009,0,0
rw1401,0,0
rw14010,2,1
rw14011,1,1
rw14012,1,0
rw14013,2,0
rw14014,2,1
rw14016,0,0
rw14017,0,0
rw14018,2,1
rw14019,0,0
rw1402,2,0
rw14020,3,1
rw14021,0,1
rw14022,0,0
rw14023,0,0
rw14024,0,2
rw14025,0,0
rw14026,0,0
rw14027,2,2
rw14028,1,0
rw14029,0,1
rw1403,1,1
rw14030,0,0
rw14031,2,0
rw14032,2,0
rw14033,2,1
rw14034,1,0
rw14035,2,2
rw14036,2,1
rw14037,1,2
rw14038,2,0
rw14039,0,1
rw1404,1,1
rw14040,0,1
rw14041,2,1
rw14042,1,2
rw14043,1,1
rw14044,0,0
rw14045,0,0
rw14046,1,0
rw14047,0,0
rw14048,0,0
rw14049,1,1
rw1405,1,0
rw14050,1,1
rw14051,0,0
rw14052,0,0
rw14053,1,3
rw14054,1,2
rw14055,0,1
rw14056,1,0
rw14057,1,3
rw14058,2,0
rw14059,1,0
rw1406,1,3
rw14061,0,0
rw14062,0,0
rw14063,0,0
rw14064,0,0
rw14065,2,3
rw14066,0,0
rw14067,3,0
rw14068,3,0
rw14069,0,0
rw1407,0,0
rw14070,2,1
rw14071,0,0
rw14072,1,4
rw14073,1,0
rw14074,0,0
rw14075,2,1
rw14076,1,0
rw14077,0,0
rw14078,1,1
rw14079,0,0
rw1408,1,2
rw14080,1,3
rw14081,2,0
rw14082,2,0
rw14083,1,0
rw14084,0,0
rw14085,2,0
rw14086,0,0
rw14087,1,0
rw14088,2,1
rw14089,0,1
rw1409,1,2
rw14090,1,3
rw14091,3,1
rw14092,0,0
rw14093,0,0
rw14094,3,0
rw14095,0,0
rw14096,1,0
rw14097,1,1
rw14098,3,0
rw14099,0,0
rw1410,1,1
rw14100,0,0
rw14101,1,0
rw14102,2,0
rw14103,1,1
rw14104,2,1
rw14105,0,0
rw14106,0,0
rw14107,0,0
rw14108,2,0
rw14109,0,0
rw14110,0,0
rw14111,2,0
rw14112,0,0
rw14113,1,0
rw14114,0,0
rw14115,0,2
rw14116,0,0
rw14117,3,0
rw14118,0,1
rw14119,4,0
rw1412,1,0
rw14120,3,0
rw14121,1,2
rw14122,1,1
rw14123,0,0
rw14124,0,1
rw14125,0,0
rw14126,0,0
rw14127,2,0
rw14128,1,1
rw14129,2,0
rw1413,4,0
rw14130,0,1
rw14131,0,0
rw14132,1,0
rw14133,1,1
rw14134,0,2
rw14135,0,0
rw14136,3,1
rw14137,1,1
rw14138,1,0
rw14139,2,1
rw1414,2,0
rw14140,1,0
rw14141,0,0
rw14142,2,0
rw14143,1,1
rw14144,1,0
rw14145,2,1
rw14146,1,0
rw14147,0,1
rw14148,0,0
rw14149,1,0
rw1415,0,0
rw14150,1,1
rw14151,2,1
rw14152,1,0
rw14153,1,0
rw14154,0,0
rw14155,0,0
rw14156,3,0
rw14157,0,0
rw14158,2,0
rw14159,3,1
rw1416,1,0
rw14160,1,2
rw14161,0,0
rw14162,2,0
rw14163,2,0
rw14164,2,1
rw14165,1,1
rw14166,0,0
rw14167,1,0
rw14168,2,0
rw14169,1,0
rw1417,2,1
rw14170,2,3
rw14171,0,1
rw14172,2,2
rw14173,0,1
rw14174,0,0
rw14175,0,0
rw14176,0,1
rw14177,1,0
rw14178,0,0
rw14179,1,0
rw1418,1,0
rw14180,0,1
rw14181,1,3
rw14182,0,0
rw14183,0,1
rw14184,0,0
rw14185,2,1
rw14186,0,0
rw14187,1,1
rw14188,1,3
rw14189,0,0
rw1419,1,1
rw14190,1,0
rw14191,1,1
rw14192,1,3
rw14193,2,0
rw14194,0,0
rw14195,0,0
rw14196,0,1
rw14197,2,1
rw14198,2,0
rw14199,1,1
rw1420,1,5
rw14200,1,0
rw14201,0,0
rw14202,0,1
rw14203,0,4
rw14204,1,0
rw14205,2,3
rw14206,0,0
rw14207,0,2
rw14208,2,0
rw14209,0,0
rw1421,5,3
rw14210,0,2
rw14211,2,1
rw14212,1,0
rw14213,2,1
rw14214,0,0
rw14215,0,0
rw14216,2,1
rw14217,0,1
rw14218,0,1
rw14219,2,0
rw1422,0,1
rw14220,0,0
rw14221,1,2
rw14222,1,0
rw14223,0,0
rw14224,1,0
rw14225,0,0
rw14226,0,1
rw14227,2,2
rw14228,1,1
rw14229,1,1
rw1423,0,0
rw14230,1,3
rw14231,1,1
rw14232,1,1
rw14233,0,1
rw14234,0,1
rw14235,0,0
rw14236,2,0
rw14237,1,0
rw14238,2,1
rw14239,0,2
rw1424,1,0
rw14240,0,2
rw14241,0,0
rw14242,1,0
rw14243,0,1
rw14244,1,0
rw14245,2,1
rw14246,2,0
rw14247,2,1
rw14248,1,1
rw14249,1,1
rw1425,1,1
rw14250,0,0
rw14251,0,0
rw14252,2,1
rw14253,1,0
rw14254,1,0
rw14255,1,0
rw14256,2,0
rw14257,1,0
rw14258,0,1
rw14259,2,2
rw1426,2,2
rw14260,0,0
rw14261,0,0
rw14262,1,0
rw14263,0,1
rw14264,0,2
rw14265,1,0
rw14266,0,0
rw14267,1,0
rw14268,2,0
rw14269,0,0
rw1427,2,0
rw14270,0,0
rw14271,0,1
rw14272,2,0
rw14273,0,0
rw14274,1,1
rw14275,0,0
rw14276,3,1
rw14277,3,0
rw14278,0,0
rw14279,0,0
rw1428,1,1
rw14280,3,4
rw14281,1,1
rw14282,0,0
rw14283,1,1
rw14284,1,0
rw14285,0,0
rw14286,0,0
rw14287,0,0
rw14288,1,0
rw14289,0,0
rw1429,1,0
rw14290,1,2
rw14291,1,0
rw14292,2,0
rw14293,0,0
rw14294,1,1
rw14295,1,4
rw14296,0,0
rw14297,0,2
rw14298,1,0
rw14299,1,0
rw1430,2,0
rw14300,0,0
rw14301,1,1
rw14302,1,1
rw14303,3,0
rw14304,1,0
rw14305,0,0
rw14306,0,0
rw14307,0,1
rw14308,0,1
rw14309,1,0
rw1431,2,0
rw14310,0,2
rw14311,1,0
rw14312,1,0
rw14313,2,0
rw14314,0,0
rw14315,1,2
rw14316,0,0
rw14317,0,0
rw14318,0,0
rw14319,1,1
rw1432,1,0
rw14320,0,2
rw14321,0,1
rw14322,2,0
rw14323,0,0
rw14324,0,0
rw14325,3,0
rw14326,0,0
rw14327,0,0
rw14328,0,0
rw14329,0,0
rw1433,1,0
rw14330,2,1
rw14331,2,1
rw14332,3,0
rw14333,1,0
rw14334,0,0
rw14335,1,1
rw14336,1,1
rw14337,0,0
rw14338,0,0
rw14339,0,0
rw1434,3,1
rw14340,0,0
rw14341,2,2
rw14342,0,0
rw14343,0,0
rw14344,0,0
rw14345,0,3
rw14346,0,0
rw14347,0,0
rw14348,0,1
rw14349,1,0
rw1435,0,0
rw14350,1,0
rw14351,0,0
rw14352,0,0
rw14353,1,3
rw14354,1,2
rw14355,0,0
rw14356,1,1
rw14357,1,1
rw14358,2,0
rw14359,2,0
rw1436,1,0
rw14360,1,2
rw14361,2,1
rw14362,0,2
rw14363,1,1
rw14364,0,0
rw14365,0,1
rw14366,0,0
rw14367,1,0
rw14368,1,1
rw14369,0,0
rw1437,0,1
rw14370,0,0
rw14371,1,0
rw14372,3,0
rw14373,1,1
rw14374,0,1
rw14375,0,0
rw14376,3,1
rw14377,0,0
rw14378,0,0
rw14379,1,0
rw1438,2,0
rw14380,0,0
rw14381,1,0
rw14382,1,0
rw14383,2,1
rw14384,2,0
rw14385,0,2
rw14386,0,0
rw14387,2,1
rw14388,2,0
rw14389,1,0
rw1439,1,2
rw14390,0,1
rw14391,2,3
rw14392,0,0
rw14393,2,1
rw14394,0,1
rw14395,0,1
rw14396,1,1
rw14397,0,1
rw14398,0,0
rw14399,0,0
rw1440,1,0
rw14400,3,2
rw14401,2,0
rw14402,0,0
rw14403,0,1
rw14404,0,0
rw14405,2,0
rw14406,3,2
rw14407,2,1
rw14408,3,0
rw14409,1,0
rw1441,0,0
rw14410,1,0
rw14411,0,1
rw14412,0,0
rw14413,0,0
rw14414,2,0
rw14415,2,1
rw14416,1,0
rw14417,0,2
rw14418,5,0
rw14419,2,1
rw1442,2,1
rw14420,0,0
rw14421,0,0
rw14422,0,2
rw14423,0,0
rw14424,0,0
rw14425,1,0
rw14426,0,0
rw14427,0,1
rw14428,0,0
rw14429,0,0
rw1443,0,1
rw14430,2,0
rw14431,0,0
rw14432,0,0
rw14433,1,1
rw14434,1,2
rw14435,0,0
rw14436,0,0
rw14437,2,1
rw14438,0,0
rw14439,2,2
rw1444,4,1
rw14440,0,0
rw14441,1,2
rw14442,0,0
rw14443,3,2
rw14444,2,1
rw14445,0,0
rw14446,1,1
rw14447,0,0
rw14448,0,0
rw14449,0,0
rw1445,0,0
rw14450,1,0
rw14451,1,0
rw14452,0,0
rw14453,0,0
rw14454,0,0
rw14455,0,0
rw14456,0,3
rw14457,0,0
rw14458,2,1
rw14459,0,0
rw1446,0,3
rw14460,1,0
rw14461,0,0
rw14462,0,2
rw14463,2,0
rw14464,2,1
rw14465,2,0
rw14466,1,1
rw14467,1,0
rw14468,1,0
rw14469,0,1
rw1447,0,3
rw14470,0,1
rw14471,0,0
rw14472,2,0
rw14473,1,0
rw14474,2,0
rw14475,1,0
rw14476,1,1
rw14477,2,0
rw14478,0,0
rw14479,0,2
rw1448,1,3
rw14480,0,1
rw14481,0,0
rw14482,0,1
rw14483,2,0
rw14484,0,0
rw14485,0,3
rw14486,3,1
rw14487,1,0
rw14488,0,1
rw14489,0,0
rw1449,1,2
rw14490,1,1
rw14491,0,0
rw14492,2,2
rw14493,4,0
rw14494,0,3
rw14495,2,0
rw14496,1,1
rw14497,0,0
rw14498,0,3
rw14499,1,0
rw1450,1,0
rw14500,1,2
rw14501,2,1
rw14502,3,2
rw14503,1,0
rw14504,0,1
rw14505,2,2
rw14506,1,0
rw14507,0,6
rw14508,1,1
rw14509,0,0
rw1451,2,1
rw14511,1,1
rw14512,0,1
rw14513,0,1
rw14514,2,1
rw14515,0,0
rw14516,1,0
rw14517,2,1
rw14518,0,2
rw14519,0,0
rw1452,0,0
rw14520,1,2
rw14521,1,1
rw14522,1,2
rw14523,0,0
rw14524,0,2
rw14525,1,0
rw14526,0,1
rw14527,2,0
rw14528,1,0
rw14529,0,3
rw1453,0,0
rw14530,3,4
rw14531,2,2
rw14532,0,0
rw14533,0,1
rw14534,1,1
rw14535,1,1
rw14536,2,0
rw14537,2,1
rw14538,1,1
rw14539,0,0
rw1454,0,0
rw14540,1,0
rw14541,1,1
rw14542,1,1
rw14543,0,1
rw14545,1,1
rw14546,0,1
rw14547,1,2
rw14548,0,0
rw14549,0,0
rw1455,2,1
rw14550,1,0
rw14551,1,1
rw14552,2,1
rw14553,0,0
rw14554,0,0
rw14555,0,1
rw14556,1,1
rw14557,0,3
rw14558,1,2
rw14559,1,1
rw1456,0,1
rw14560,0,0
rw14561,0,1
rw14562,0,0
rw14563,1,1
rw14564,1,0
rw14565,2,1
rw14566,0,0
rw14567,2,1
rw14568,2,2
rw14569,2,1
rw1457,3,1
rw14570,0,0
rw14571,1,1
rw14572,1,1
rw14573,0,0
rw14574,1,0
rw14575,0,0
rw14576,3,1
rw14577,2,0
rw14578,1,2
rw14579,1,1
rw1458,1,1
rw14580,1,0
rw14581,1,0
rw14582,0,1
rw14583,0,1
rw14584,0,0
rw14585,1,0
rw14586,0,1
rw14587,0,1
rw14588,1,0
rw14589,2,1
rw1459,0,1
rw14590,2,1
rw14591,0,0
rw14592,0,0
rw14593,0,1
rw14594,1,0
rw14595,2,1
rw14596,0,1
rw14597,1,0
rw14598,1,2
rw14599,0,0
rw1460,1,2
rw14600,0,0
rw14601,0,1
rw14602,0,0
rw14603,0,2
rw14604,1,2
rw14605,2,0
rw14606,0,1
rw14607,0,4
rw14608,0,2
rw14609,1,1
rw1461,0,0
rw14610,0,1
rw14611,1,1
rw14612,1,0
rw14613,0,0
rw14614,0,0
rw14615,0,1
rw14617,0,1
rw14618,1,1
rw14619,0,0
rw1462,2,1
rw14620,1,0
rw14622,0,1
rw14623,2,0
rw14624,2,0
rw14625,0,0
rw14626,1,1
rw14627,0,1
rw14628,0,1
rw14629,0,0
rw1463,2,0
rw14630,2,4
rw14631,0,0
rw14632,2,0
rw14633,1,0
rw14634,0,2
rw14635,1,2
rw14636,0,0
rw14637,0,0
rw14638,2,0
rw14639,0,0
rw1464,0,0
rw14640,0,0
rw14641,0,0
rw14642,1,0
rw14643,0,1
rw14644,1,0
rw14645,0,0
rw14646,0,0
rw14647,0,0
rw14648,1,2
rw14649,2,1
rw1465,2,0
rw14650,1,1
rw14652,0,2
rw14653,0,0
rw14654,0,1
rw14655,2,4
rw14656,0,1
rw14657,2,0
rw14658,0,1
rw1466,0,0
rw14660,0,0
rw14661,1,1
rw14662,1,2
rw14663,1,3
rw14664,2,0
rw14665,5,0
rw14666,5,0
rw14667,2,1
rw14668,2,0
rw1467,1,0
rw14670,1,0
rw14671,4,3
rw14672,5,2
rw14673,4,0
rw14674,1,1
rw14675,3,0
rw14676,1,0
rw14677,2,0
rw14678,1,5
rw14679,1,0
rw14680,0,1
rw14681,2,4
rw14682,3,1
rw14683,2,3
rw14684,1,1
rw14685,0,6
rw14686,1,8
rw14687,2,1
rw14688,0,1
rw14689,5,5
rw1469,2,0
rw14690,0,1
rw14691,2,2
rw14692,4,3
rw14693,1,0
rw14694,2,0
rw14695,0,4
rw14696,2,3
rw14697,2,0
rw14698,1,1
rw14699,0,1
rw1470,1,1
rw14700,1,0
rw14701,2,4
rw14702,2,2
rw14703,2,0
rw14704,2,1
rw14705,1,0
rw14706,0,1
rw14707,0,2
rw14708,0,0
rw14709,1,0
rw1471,2,0
rw14711,1,0
rw14712,2,1
rw14713,1,4
rw14714,1,2
rw14715,1,0
rw14717,1,0
rw14718,0,1
rw14719,1,3
rw1472,2,2
rw14720,3,6
rw14721,1,1
rw14722,0,0
rw14723,3,3
rw14724,2,1
rw14725,1,3
rw14726,4,6
rw14727,1,3
rw14728,5,2
rw14729,2,4
rw1473,2,4
rw14730,2,4
rw14731,3,2
rw14732,0,3
rw14733,0,0
rw14734,1,0
rw14735,1,0
rw14736,1,1
rw14737,9,11
rw14738,2,1
rw14739,1,2
rw1474,2,1
rw14740,3,5
rw14741,2,2
rw14742,2,0
rw14743,5,0
rw14744,3,2
rw14746,2,1
rw14747,5,1
rw14748,2,1
rw14749,0,0
rw1475,1,0
rw14750,1,6
rw14751,1,1
rw14752,0,2
rw14753,1,2
rw14754,2,1
rw14755,5,6
rw14756,4,0
rw14757,0,0
rw14758,1,1
rw14759,2,1
rw1476,1,1
rw14760,3,0
rw14761,0,1
rw14762,1,0
rw14763,0,4
rw14764,1,1
rw14765,0,4
rw14766,1,3
rw14767,1,2
rw14768,0,0
rw14769,1,2
rw1477,1,0
rw14770,2,1
rw14771,3,2
rw14772,2,3
rw14773,3,9
rw14774,1,1
rw14775,2,0
