reviewID,total_pros,total_cons
rw19293,1,0
rw19294,1,0
rw19295,2,2
rw19296,1,1
rw19297,0,1
rw19298,1,1
rw1930,5,0
rw19300,0,2
rw19301,1,0
rw19302,1,1
rw19303,0,1
rw19304,1,1
rw19305,0,2
rw19306,1,3
rw19307,1,1
rw19308,1,0
rw19309,1,0
rw1931,2,1
rw19310,3,1
rw19311,0,1
rw19312,1,0
rw19313,1,0
rw19314,0,0
rw19315,1,3
rw19316,0,1
rw19317,0,0
rw19318,1,0
rw19319,1,0
rw1932,1,0
rw19320,1,0
rw19321,4,1
rw19322,1,1
rw19323,0,4
rw19324,1,0
rw19325,1,0
rw19326,0,0
rw19327,4,1
rw19328,0,2
rw19329,2,0
rw1933,0,1
rw19330,2,1
rw19331,2,3
rw19332,1,0
rw19333,1,1
rw19334,1,0
rw19335,0,0
rw19336,1,1
rw19337,0,0
rw19338,2,0
rw19339,1,0
rw1934,1,0
rw19340,1,0
rw19341,0,1
rw19343,0,1
rw19344,0,0
rw19345,1,0
rw19346,1,0
rw19347,0,0
rw19348,2,0
rw19349,2,1
rw1935,0,1
rw19350,0,0
rw19351,1,4
rw19352,1,0
rw19353,1,0
rw19355,1,0
rw19356,1,2
rw19357,1,1
rw19358,2,0
rw19359,0,1
rw1936,3,0
rw19360,0,0
rw19361,0,1
rw19362,1,1
rw19363,0,0
rw19364,0,0
rw19365,2,1
rw19366,2,1
rw19367,1,4
rw19368,2,3
rw19369,1,1
rw1937,3,1
rw19370,1,2
rw19371,1,2
rw19372,0,0
rw19373,0,0
rw19374,1,0
rw19375,1,1
rw19376,2,1
rw19377,1,1
rw19378,1,1
rw19379,0,0
rw1938,2,0
rw19380,1,2
rw19381,0,1
rw19382,1,0
rw19383,2,1
rw19384,1,0
rw19385,0,0
rw19386,0,0
rw19387,1,0
rw19388,2,2
rw19389,0,0
rw1939,1,0
rw19390,0,1
rw19391,2,0
rw19392,0,0
rw19393,0,0
rw19394,1,0
rw19395,3,1
rw19396,0,0
rw19397,3,2
rw19398,1,1
rw19399,0,1
rw1940,3,0
rw19400,1,1
rw19401,0,0
rw19402,1,0
rw19403,0,0
rw19404,0,1
rw19405,1,2
rw19406,0,1
rw19407,4,0
rw19408,0,2
rw19409,1,2
rw19410,0,0
rw19411,2,2
rw19412,2,1
rw19413,0,0
rw19414,2,0
rw19415,0,0
rw19416,1,0
rw19417,0,0
rw19418,2,3
rw19419,0,2
rw1942,1,0
rw19420,3,0
rw19421,1,0
rw19422,3,2
rw19423,2,2
rw19424,4,1
rw19425,0,0
rw19426,2,1
rw19427,1,1
rw19428,1,3
rw19429,0,1
rw1943,1,1
rw19430,0,3
rw19431,1,0
rw19432,1,2
rw19433,2,0
rw19434,1,0
rw19435,2,0
rw19436,4,3
rw19437,1,0
rw19438,1,0
rw19439,1,1
rw1944,0,0
rw19440,0,0
rw19441,4,4
rw19442,1,0
rw19443,2,2
rw19444,2,0
rw19445,3,2
rw19446,2,0
rw19447,0,1
rw19448,1,1
rw19449,0,0
rw1945,1,2
rw19450,0,0
rw19451,1,1
rw19452,0,0
rw19453,2,1
rw19455,1,0
rw19456,1,0
rw19457,0,0
rw19458,2,0
rw19459,0,0
rw1946,1,2
rw19460,1,0
rw19461,2,1
rw19462,1,0
rw19463,0,1
rw19464,0,1
rw19465,1,0
rw19466,1,0
rw19467,1,1
rw19468,1,0
rw19469,2,1
rw1947,0,0
rw19470,1,0
rw19471,1,2
rw19472,1,0
rw19473,0,1
rw19474,0,0
rw19475,1,0
rw19476,1,0
rw19477,4,0
rw19478,2,0
rw19479,2,1
rw1948,2,0
rw19480,1,1
rw19481,4,2
rw19482,0,0
rw19483,1,2
rw19484,0,1
rw19485,3,1
rw19486,1,3
rw19487,0,0
rw19488,1,0
rw19489,1,1
rw1949,1,1
rw19490,2,1
rw19491,3,0
rw19492,0,2
rw19493,0,0
rw19494,0,0
rw19495,2,4
rw19496,0,0
rw19497,0,0
rw19498,1,0
rw19499,1,0
rw1950,2,0
rw19500,0,1
rw19501,2,0
rw19503,0,0
rw19504,0,0
rw19505,1,1
rw19506,1,1
rw19507,0,1
rw19508,3,0
rw19509,1,1
rw1951,3,1
rw19510,1,2
rw19511,1,1
rw19512,0,4
rw19513,2,0
rw19514,2,1
rw19515,1,0
rw19516,0,0
rw19517,0,0
rw19519,3,1
rw1952,0,5
rw19520,2,2
rw19522,1,0
rw19523,4,0
rw19524,0,0
rw19525,4,0
rw19526,3,0
rw19527,0,1
rw19528,3,0
rw19529,2,1
rw1953,0,2
rw19530,1,2
rw19531,0,0
rw19532,0,1
rw19533,0,1
rw19534,0,0
rw19535,0,0
rw19536,2,1
rw19537,2,1
rw19538,0,0
rw19539,2,0
rw1954,2,1
rw19541,0,0
rw19542,0,0
rw19543,1,1
rw19544,0,1
rw19545,1,0
rw19546,2,3
rw19547,1,1
rw19549,1,0
rw1955,1,0
rw19550,0,1
rw19551,1,1
rw19552,2,1
rw19553,1,3
rw19554,1,0
rw19555,0,0
rw19557,2,0
rw19558,0,1
rw19559,0,0
rw1956,1,0
rw19560,2,1
rw19561,0,5
rw19562,1,1
rw19563,2,0
rw19564,3,2
rw19565,0,0
rw19566,1,1
rw19567,0,0
rw19568,1,0
rw19569,1,0
rw1957,4,2
rw19570,2,0
rw19571,1,0
rw19572,0,2
rw19573,0,1
rw19574,1,0
rw19575,3,1
rw19576,2,1
rw19577,0,0
rw19578,0,0
rw1958,1,1
rw19580,7,0
rw19581,2,1
rw19582,1,0
rw19583,1,1
rw19584,3,1
rw19585,1,1
rw19586,0,0
rw19587,2,0
rw19588,0,3
rw19589,2,1
rw1959,1,5
rw19590,2,0
rw19591,0,1
rw19592,2,0
rw19593,1,2
rw19594,1,3
rw19595,1,1
rw19596,0,1
rw19597,1,2
rw19598,0,1
rw19599,0,0
rw1960,1,2
rw19600,2,1
rw19601,1,2
rw19602,0,1
rw19603,3,3
rw19604,1,0
rw19605,2,1
rw19606,1,0
rw19607,0,0
rw19608,0,0
rw19609,1,2
rw1961,1,1
rw19610,1,0
rw19611,2,0
rw19612,2,1
rw19613,1,1
rw19614,1,1
rw19615,0,0
rw19616,1,1
rw19617,1,1
rw19618,2,0
rw19619,0,1
rw1962,0,0
rw19620,2,2
rw19621,2,0
rw19622,2,2
rw19623,2,0
rw19624,2,2
rw19625,1,1
rw19626,0,4
rw19627,1,2
rw19628,1,0
rw19629,1,0
rw1963,1,2
rw19630,3,2
rw19631,1,0
rw19632,2,1
rw19633,2,0
rw19634,0,1
rw19635,0,1
rw19636,1,0
rw19637,1,0
rw19638,2,0
rw19639,3,1
rw1964,1,0
rw19640,0,1
rw19641,0,0
rw19642,0,0
rw19643,2,2
rw19644,1,0
rw19645,0,0
rw19646,1,0
rw19647,2,2
rw19648,1,0
rw19649,2,0
rw19650,1,1
rw19651,1,1
rw19652,1,0
rw19653,0,1
rw19654,1,0
rw19656,3,0
rw19657,0,1
rw19658,3,0
rw19659,1,1
rw1966,2,1
rw19660,0,1
rw19661,1,0
rw19662,2,0
rw19663,1,0
rw19664,3,1
rw19665,2,3
rw19667,0,1
rw19668,1,1
rw19669,0,1
rw1967,2,2
rw19670,1,0
rw19671,2,4
rw19672,0,0
rw19673,3,1
rw19674,1,3
rw19675,0,0
rw19676,0,0
rw19677,0,0
rw19678,0,1
rw19679,1,0
rw1968,1,2
rw19680,5,1
rw19681,0,0
rw19682,0,0
rw19683,0,3
rw19684,1,0
rw19685,1,2
rw19686,0,0
rw19687,3,4
rw19688,2,2
rw19689,2,0
rw1969,2,1
rw19690,1,1
rw19691,3,0
rw19692,1,0
rw19693,1,1
rw19694,1,0
rw19695,0,1
rw19696,2,0
rw19697,2,0
rw19698,2,0
rw19699,0,1
rw1970,1,1
rw19700,1,1
rw19701,0,0
rw19703,2,1
rw19704,0,0
rw19705,0,1
rw19706,1,1
rw19708,1,0
rw19709,2,2
rw1971,0,1
rw19710,0,7
rw19712,3,1
rw19713,1,2
rw19714,1,2
rw19715,2,1
rw19716,2,0
rw19717,0,0
rw19718,1,0
rw19719,0,1
rw1972,1,3
rw19720,2,1
rw19721,0,0
rw19722,1,2
rw19723,0,2
rw19724,0,0
rw19725,3,4
rw19726,1,2
rw19727,0,2
rw19728,1,0
rw19729,2,3
rw1973,2,1
rw19730,0,0
rw19731,0,0
rw19732,1,1
rw19733,1,2
rw19734,0,1
rw19735,0,0
rw19736,0,0
rw19737,0,0
rw19738,3,0
rw19739,0,0
rw1974,2,0
rw19740,2,0
rw19741,1,1
rw19742,1,0
rw19743,1,0
rw19744,0,1
rw19745,4,1
rw19746,1,0
rw19747,0,0
rw19748,2,1
rw19749,1,0
rw1975,2,0
rw19750,1,0
rw19751,0,0
rw19752,2,0
rw19753,0,1
rw19755,0,1
rw19756,1,0
rw19757,0,1
rw19758,0,2
rw19759,0,1
rw1976,0,1
rw19760,0,0
rw19761,2,0
rw19762,0,0
rw19763,2,7
rw19764,1,0
rw19765,0,2
rw19766,1,0
rw19767,2,0
rw19768,6,3
rw19769,0,0
rw1977,0,1
rw19770,0,1
rw19771,2,1
rw19772,0,0
rw19773,1,0
rw19774,0,1
rw19775,0,4
rw19776,0,1
rw19777,3,0
rw19778,1,0
rw19779,3,0
rw1978,2,0
rw19781,2,2
rw19782,1,0
rw19783,1,4
rw19784,2,2
rw19785,2,2
rw19786,0,2
rw19787,3,1
rw19788,0,0
rw19789,1,0
rw1979,2,2
rw19790,2,0
rw19791,0,0
rw19792,0,0
rw19793,0,2
rw19794,1,0
rw19795,0,0
rw19796,1,1
rw19797,3,3
rw19798,2,0
rw19799,8,0
rw19801,0,0
rw19802,4,2
rw19803,1,0
rw19804,1,1
rw19805,0,0
rw19806,0,1
rw19807,2,3
rw19808,0,0
rw19809,1,0
rw1981,0,0
rw19810,0,0
rw19811,0,0
rw19812,2,2
rw19813,0,1
rw19814,1,2
rw19815,0,1
rw19816,2,0
rw19817,1,0
rw19818,0,0
rw19819,0,4
rw1982,3,3
rw19820,0,1
rw19821,0,2
rw19822,2,0
rw19823,2,0
rw19824,0,0
rw19825,0,1
rw19826,0,0
rw19827,2,1
rw19828,0,0
rw19829,0,0
rw1983,1,1
rw19830,3,0
rw19831,0,0
rw19832,0,0
rw19833,4,1
rw19834,2,1
rw19835,1,1
rw19836,0,0
rw19837,1,1
rw19838,0,0
rw1984,1,0
rw19840,2,2
rw19841,1,4
rw19842,4,1
rw19843,0,0
rw19844,2,0
rw19845,1,0
rw19846,0,2
rw19847,2,0
rw19848,0,1
rw19849,2,1
rw1985,1,2
rw19850,0,2
rw19851,1,0
rw19852,0,0
rw19853,1,0
rw19854,2,1
rw19855,2,4
rw19856,0,0
rw19857,0,0
rw19858,2,2
rw19860,1,1
rw19861,1,5
rw19862,2,5
rw19863,0,0
rw19864,1,1
rw19865,2,3
rw19866,0,0
rw19867,1,1
rw19868,1,1
rw19869,3,1
rw1987,1,0
rw19870,1,0
rw19871,0,0
rw19872,2,0
rw19873,0,2
rw19874,4,0
rw19875,1,4
rw19877,1,1
rw19878,1,3
rw19879,2,0
rw19880,2,0
rw19881,1,1
rw19882,4,4
rw19883,1,0
rw19884,1,0
rw19885,0,1
rw19886,3,1
rw19887,0,0
rw19889,1,0
rw1989,3,0
rw19890,0,1
rw19891,2,0
rw19892,1,1
rw19894,1,0
rw19895,2,3
rw19896,0,0
rw19897,1,0
rw19898,2,0
rw19899,1,0
rw1990,2,0
rw19900,0,0
rw19901,2,0
rw19902,3,0
rw19903,1,0
rw19904,0,2
rw19905,0,1
rw19906,2,1
rw19907,1,1
rw19908,1,1
rw19909,3,2
rw1991,2,0
rw19910,0,0
rw19911,0,2
rw19912,1,3
rw19913,2,0
rw19914,1,1
rw19915,2,2
rw19916,2,2
rw19917,1,1
rw19918,0,0
rw19919,0,0
rw19920,1,3
rw19921,0,1
rw19922,2,1
rw19923,0,1
rw19924,3,2
rw19925,1,1
rw19926,2,0
rw19927,1,0
rw19928,1,0
rw19929,3,0
rw1993,3,0
rw19930,0,1
rw19931,2,3
rw19932,0,2
rw19933,2,2
rw19934,2,0
rw19935,3,1
rw19936,4,0
rw19937,2,1
rw19938,2,0
rw19939,1,0
rw1994,1,4
rw19940,1,0
rw19941,1,1
rw19942,3,3
rw19943,3,1
rw19944,1,0
rw19945,1,0
rw19946,2,0
rw19947,3,0
rw19948,1,1
rw19949,1,0
rw1995,0,2
rw19950,0,0
rw19951,2,0
rw19952,1,0
rw19953,2,1
rw19954,1,0
rw19955,2,0
rw19956,0,0
rw19957,0,1
rw19958,3,5
rw19959,1,1
rw1996,0,1
rw19960,1,0
rw19961,2,0
rw19962,2,0
rw19963,0,0
rw19964,2,0
rw19965,1,1
rw19966,0,1
rw19967,2,1
rw19968,1,0
rw19969,0,1
rw1997,0,0
rw19970,1,0
rw19971,1,3
rw19972,1,3
rw19973,2,0
rw19974,2,1
rw19975,1,1
rw19976,2,3
rw19977,1,0
rw19978,1,1
rw19979,0,0
rw1998,2,1
rw19980,0,8
rw19981,2,0
rw19982,2,5
rw19984,1,1
rw19985,4,5
rw19986,0,0
rw19987,0,2
rw19988,2,3
rw19989,1,4
rw1999,0,0
rw19990,0,4
rw19991,3,1
rw19992,1,0
rw19994,2,1
rw19995,0,1
rw19996,3,1
rw19997,2,0
rw19998,1,1
rw19999,1,0
rw2000,2,0
rw20000,0,0
rw20001,0,1
rw20002,1,0
rw20003,0,0
rw20004,1,2
rw20005,2,0
rw20006,3,0
rw20007,1,0
rw20008,0,0
rw20009,2,0
rw2001,0,1
rw20010,1,0
rw20011,1,0
rw20012,1,0
rw20013,0,1
rw20014,2,1
rw20015,2,1
rw20016,0,1
rw20017,3,0
rw20018,1,0
rw20019,0,1
rw2002,1,2
rw20020,1,0
rw20021,1,5
rw20022,2,2
rw20023,0,1
rw20024,1,0
rw20025,2,0
rw20026,3,7
rw20027,1,1
rw20028,1,0
rw20029,1,1
rw2003,3,0
rw20030,1,3
rw20031,5,4
rw20032,0,0
rw20033,0,0
rw20034,1,0
rw20035,5,6
rw20036,0,1
rw20037,0,0
rw20038,2,1
rw20039,2,0
rw2004,2,1
rw20041,3,0
rw20042,2,0
rw20043,0,1
rw20044,0,1
rw20045,2,2
rw20046,2,1
rw20047,0,0
rw20048,4,2
rw20049,1,2
rw2005,2,1
rw20050,2,1
rw20051,1,0
rw20052,1,0
rw20053,0,1
rw20054,2,1
rw20055,0,0
rw20056,1,3
rw20057,1,0
rw20058,1,1
rw20059,0,2
rw2006,0,1
rw20060,1,1
rw20061,0,0
rw20062,0,1
rw20063,0,1
rw20064,0,1
rw20065,1,0
rw20066,4,1
rw20067,1,0
rw20068,0,0
rw20069,4,6
rw2007,3,0
rw20070,1,2
rw20071,1,1
rw20072,1,0
rw20073,0,1
rw20074,4,2
rw20075,1,0
rw20076,1,0
rw20077,0,1
rw20078,3,0
rw20079,1,0
rw2008,2,6
rw20080,0,1
rw20081,1,0
rw20082,1,0
rw20083,1,1
rw20084,2,3
rw20085,1,1
rw20086,0,1
rw20087,1,0
rw20088,0,0
rw20089,1,2
rw2009,2,0
rw20090,1,1
rw20091,2,1
rw20092,0,0
rw20093,1,0
rw20094,0,1
rw20095,3,2
rw20096,2,0
rw20097,4,3
rw20098,5,5
rw20099,2,0
rw2010,1,1
rw20100,0,2
rw20101,1,5
rw20102,0,0
rw20103,2,2
rw20104,0,1
rw20105,1,0
rw20106,3,1
rw20107,2,0
rw20108,1,1
rw20109,1,1
rw2011,0,1
rw20110,9,5
rw20111,3,1
rw20112,0,0
rw20113,0,0
rw20114,1,0
rw20115,0,1
rw20116,0,0
rw20117,1,0
rw20119,1,1
rw2012,2,0
rw20120,1,0
rw20121,2,0
rw20122,0,0
rw20123,0,0
rw20124,0,0
rw20125,2,0
rw20126,1,2
rw20127,2,0
rw20128,0,0
rw20129,2,0
rw2013,0,0
rw20130,2,1
rw20131,1,1
rw20132,1,2
rw20133,3,0
rw20134,0,1
rw20135,1,5
rw20136,1,0
rw20137,0,1
rw20138,2,1
rw20139,0,3
rw2014,2,2
rw20140,0,2
rw20141,3,0
rw20142,2,1
rw20143,2,1
rw20144,0,1
rw20145,1,0
rw20146,0,2
rw20147,1,1
rw20148,0,2
rw20149,2,1
rw2015,1,1
rw20150,2,1
rw20151,1,1
rw20152,1,0
rw20153,0,0
rw20154,0,0
rw20155,1,0
rw20156,1,0
rw20157,1,0
rw20158,0,1
rw20159,0,0
rw2016,1,0
rw20160,2,0
rw20162,0,1
rw20163,1,1
rw20164,2,2
rw20165,0,1
rw20166,0,1
rw20167,1,1
rw20168,0,0
rw20169,0,0
rw2017,0,0
rw20170,1,1
rw20171,1,0
rw20172,0,0
rw20173,0,0
rw20174,0,0
rw20175,1,1
rw20176,0,0
rw20177,1,0
rw20178,0,1
rw20179,2,4
rw2018,1,1
rw20180,3,2
rw20181,1,0
rw20182,0,0
rw20183,0,1
rw20184,0,1
rw20185,0,1
rw20186,3,0
rw20188,0,0
rw20189,1,1
rw2019,1,1
rw20190,1,0
rw20191,0,0
rw20192,7,2
rw20193,0,0
rw20194,1,0
rw20195,1,0
rw20196,1,3
rw20197,2,1
rw20198,0,1
rw20199,1,1
rw2020,4,0
rw20200,1,0
rw20201,0,1
rw20202,1,0
rw20203,1,0
rw20204,0,1
rw20205,1,1
rw20206,3,2
rw20207,0,0
rw20208,0,1
rw20209,3,1
rw2021,1,1
rw20210,2,0
rw20211,0,0
rw20212,0,0
rw20213,0,0
rw20214,0,2
rw20215,0,0
rw20216,3,5
rw20217,3,3
rw20218,3,5
rw20219,0,1
rw2022,4,3
rw20220,4,3
rw20221,1,1
rw20222,1,0
rw20223,1,6
rw20224,4,4
rw20225,1,0
rw20226,8,0
rw20227,2,13
rw20228,1,3
rw20229,0,5
rw2023,2,1
rw20230,3,2
rw20231,3,7
rw20232,2,0
rw20233,3,6
rw20234,3,0
rw20235,0,3
rw20236,4,5
rw20237,1,2
rw20238,1,2
rw20239,1,7
rw2024,0,0
rw20240,1,4
rw20241,0,1
rw20242,2,2
rw20243,0,0
rw20244,1,7
rw20245,1,3
rw20246,4,11
rw20247,2,3
rw20248,2,1
rw20249,0,6
rw2025,1,2
rw20250,2,5
rw20251,3,6
rw20252,1,4
rw20253,1,6
rw20254,1,2
rw20255,0,6
rw20256,4,2
rw20257,1,2
rw20258,0,0
rw20259,1,0
rw2026,1,2
rw20260,2,7
rw20261,0,5
rw20262,0,0
rw20263,2,6
rw20264,3,6
rw20265,1,3
rw20266,3,8
rw20267,4,1
rw20268,3,1
rw20269,3,0
rw2027,0,1
rw20270,4,5
rw20271,2,2
rw20272,2,1
rw20273,2,3
rw20274,1,1
rw20275,4,6
rw20276,1,1
rw20277,0,4
rw20278,8,0
rw20279,1,1
rw2028,0,2
rw20280,1,1
rw20281,3,3
rw20282,1,3
rw20283,2,4
rw20284,2,1
rw20285,3,3
rw20286,0,3
rw20287,2,2
rw20288,2,3
rw20289,1,1
rw2029,2,0
rw20290,3,5
rw20291,2,4
rw20292,4,1
rw20293,3,2
rw20294,2,4
rw20295,1,3
rw20296,2,5
rw20297,2,8
rw20298,1,4
rw20299,1,1
rw2030,1,1
rw20300,0,3
rw20301,1,3
rw20302,6,7
rw20303,4,3
rw20304,2,2
rw20305,3,2
rw20306,1,2
rw20307,1,1
rw20308,2,2
rw20309,3,4
rw2031,1,2
rw20310,2,0
rw20311,1,5
rw20312,1,5
rw20313,0,5
rw20314,1,1
rw20315,5,2
rw20316,1,5
rw20317,1,1
rw20318,1,5
rw20319,2,1
rw2032,2,1
rw20320,1,0
rw20321,4,7
rw20322,1,3
rw20323,1,1
rw20324,0,0
rw20325,1,0
rw20326,2,1
rw20328,3,3
rw20329,2,1
rw2033,0,0
rw20330,1,4
rw20331,2,2
rw20332,0,2
rw20333,2,1
rw20334,5,5
rw20335,2,1
rw20336,3,4
rw20337,1,1
rw20338,1,0
rw20339,2,2
rw2034,1,3
rw20340,0,2
rw20341,0,2
rw20342,1,1
rw20343,1,7
rw20344,4,8
rw20345,3,3
rw20346,0,0
rw20347,2,5
rw20348,1,0
rw20349,4,2
rw2035,0,0
rw20350,1,0
rw20351,2,0
rw20352,2,1
rw20353,2,2
rw20354,0,8
rw20355,3,0
rw20356,3,1
rw20357,1,1
rw20358,2,1
rw20359,3,1
rw2036,0,1
rw20360,5,4
rw20361,3,1
rw20362,5,1
rw20363,2,2
rw20364,3,2
rw20365,1,1
rw20366,1,0
rw20367,3,2
rw20368,4,0
rw20369,1,5
rw2037,0,2
rw20370,0,1
rw20371,2,3
rw20372,0,0
rw20373,4,3
rw20374,1,3
rw20375,3,2
rw20376,2,0
rw20377,1,6
rw20378,4,1
rw20379,2,1
rw2038,0,1
rw20380,5,0
rw20381,1,7
rw20382,2,3
rw20383,1,4
rw20384,1,3
rw20385,1,3
rw20386,2,3
rw20387,1,2
rw20388,1,0
rw20389,1,0
rw2039,1,2
rw20390,0,3
rw20391,1,5
rw20392,0,0
rw20393,4,1
rw20394,3,4
rw20395,1,5
rw20396,0,2
rw20397,4,3
rw20398,2,3
rw2040,1,1
rw20400,2,4
rw20401,2,2
rw20402,0,5
rw20403,0,3
rw20404,3,4
rw20406,1,0
rw20407,3,0
rw20408,0,3
rw20409,1,1
rw2041,4,0
rw20410,1,1
rw20411,0,2
rw20412,6,1
rw20413,2,3
rw20414,2,1
rw20415,1,0
rw20416,1,3
rw20417,3,9
rw20418,3,9
rw20419,2,3
rw2042,0,2
rw20420,1,1
rw20421,2,4
rw20422,2,2
rw20423,0,1
rw20424,3,1
rw20425,2,5
rw20426,2,1
rw20427,4,1
rw20429,1,7
rw2043,1,0
rw20430,1,5
rw20431,2,3
rw20432,7,2
rw20433,3,3
rw20434,1,0
rw20435,3,5
rw20436,7,0
rw20437,3,3
rw20438,1,3
rw20439,1,2
rw2044,0,2
rw20440,2,0
rw20441,3,3
rw20442,7,2
rw20443,0,3
rw20444,2,0
rw20445,1,1
rw20446,1,0
rw20447,0,1
rw20448,3,4
rw20449,4,0
rw2045,3,1
rw20450,1,2
rw20451,1,1
rw20452,1,1
rw20453,5,1
rw20454,1,0
rw20455,2,5
rw20456,0,1
rw20457,1,3
rw20458,0,4
rw20459,2,0
rw2046,0,0
rw20460,1,1
rw20461,5,1
rw20462,2,5
rw20463,4,2
rw20464,1,0
rw20465,1,0
rw20466,1,1
rw20467,2,7
rw20468,2,6
rw20471,7,1
rw20472,1,1
rw20473,0,1
rw20474,1,1
rw20477,1,2
rw20478,1,0
rw20479,4,2
rw2048,3,0
rw20480,1,2
rw20481,1,4
rw20483,2,2
rw20484,3,3
rw20485,1,0
rw20486,1,3
rw20487,0,4
rw20488,3,1
rw20489,1,2
rw2049,1,1
rw20490,2,3
rw20491,2,1
rw20492,0,8
rw20493,3,6
rw20494,3,4
rw20495,1,0
rw20496,4,7
rw20497,1,1
rw20498,0,7
rw20499,1,2
rw2050,1,0
rw20500,1,2
rw20501,3,1
rw20502,0,7
rw20503,3,7
rw20504,7,4
rw20505,1,3
rw20506,0,0
rw20507,4,5
rw20508,2,0
rw20509,2,1
rw2051,1,0
rw20510,2,10
rw20511,1,2
rw20512,2,1
rw20513,0,0
rw20514,0,1
rw20515,2,3
rw20516,5,1
rw20517,2,0
rw20518,0,3
rw20519,2,0
rw2052,1,4
rw20520,3,2
rw20521,3,1
rw20522,1,1
rw20523,2,3
rw20524,0,0
rw20525,5,1
rw20526,0,0
rw20527,3,1
rw20528,2,1
rw20529,2,5
rw2053,2,2
rw20530,0,2
rw20531,0,2
rw20532,4,2
rw20533,2,5
rw20534,2,2
rw20535,0,2
rw20536,5,1
rw20537,0,2
rw20538,0,4
rw20539,0,0
rw2054,0,2
rw20540,8,6
rw20541,1,2
rw20542,4,2
rw20543,4,2
rw20544,3,2
rw20545,2,2
rw20546,0,1
rw20547,1,4
rw20548,3,2
rw20549,0,1
rw2055,1,1
rw20550,2,2
rw20551,2,1
rw20552,3,1
rw20553,2,2
rw20555,1,2
rw20556,2,3
rw20557,3,1
rw20558,2,0
rw20559,3,2
rw2056,1,0
rw20560,0,0
rw20561,1,0
rw20562,0,0
rw20563,2,0
rw20564,1,2
rw20565,0,1
rw20566,1,2
rw20567,3,4
rw20568,5,2
rw20569,3,4
rw2057,4,0
rw20570,1,2
rw20571,1,0
rw20572,1,3
rw20573,0,0
rw20574,4,0
rw20575,1,3
rw20576,2,1
rw20577,3,1
rw20578,1,5
rw20579,1,3
rw2058,2,0
rw20580,1,1
rw20581,1,1
rw20582,2,1
rw20583,0,0
rw20584,2,1
rw20585,2,4
rw20586,3,3
rw20587,2,1
rw20588,5,1
rw20589,2,4
rw2059,4,2
rw20590,1,2
rw20591,2,2
rw20592,1,3
rw20593,3,0
rw20594,1,3
rw20595,1,0
rw20596,2,4
rw20597,1,2
rw20598,1,0
rw20599,2,1
rw2060,3,3
rw20600,3,4
rw20601,0,3
rw20602,0,2
rw20603,1,2
rw20604,1,3
rw20605,1,2
rw20606,1,1
rw20607,7,5
rw20608,1,4
rw20609,6,0
rw2061,2,0
rw20610,5,0
rw20611,1,0
rw20612,1,7
rw20613,3,5
rw20614,1,1
rw20615,2,0
rw20616,1,4
rw20617,2,2
rw20618,2,2
rw20619,4,4
rw2062,0,0
rw20620,1,1
rw20621,0,3
rw20622,4,4
rw20623,3,2
rw20624,1,2
rw20625,2,1
rw20626,0,1
rw20627,3,2
rw20628,1,1
rw2063,3,2
rw20630,2,2
rw20631,1,1
rw20632,1,1
rw20633,2,1
rw20634,0,0
rw20635,1,0
rw20636,2,1
rw20637,5,0
rw20638,2,5
rw20639,2,3
rw2064,1,1
rw20640,2,0
rw20641,0,0
rw20642,4,3
rw20643,2,2
rw20644,1,2
rw20645,8,0
rw20646,1,0
rw20647,2,0
rw20648,0,3
rw20649,1,5
rw2065,0,0
rw20650,0,1
rw20651,4,2
rw20652,4,1
rw20653,2,1
rw20654,6,3
rw20655,3,0
rw20656,0,3
rw20657,1,3
rw20658,0,2
rw20659,1,1
rw2066,2,1
rw20660,2,4
rw20661,0,0
rw20662,3,3
rw20663,2,2
rw20664,1,1
rw20665,2,6
rw20666,2,3
rw20667,1,5
rw20668,2,3
rw20669,2,1
rw2067,2,0
rw20670,0,1
rw20671,2,4
rw20673,2,4
rw20674,2,2
rw20675,2,1
rw20676,1,2
rw20677,4,0
rw20678,3,0
rw20679,2,1
rw20680,3,3
rw20681,1,0
rw20682,0,6
rw20683,0,2
rw20684,4,1
rw20685,2,0
rw20686,1,2
rw20687,2,3
rw20688,0,0
rw20689,5,2
rw2069,0,1
rw20690,4,1
rw20691,0,1
rw20692,1,2
rw20693,3,3
rw20694,3,1
rw20695,3,4
rw20697,3,2
rw20698,0,1
rw20699,2,3
rw2070,3,4
rw20700,0,2
rw20701,0,0
rw20702,0,2
rw20703,2,0
rw20704,2,2
rw20705,4,0
rw20706,0,1
rw20707,4,0
rw20708,1,2
rw20709,1,1
rw2071,1,0
rw20710,3,0
rw20711,0,5
rw20712,1,2
rw20713,4,1
rw20714,2,0
rw20715,0,2
rw20716,1,2
rw20717,1,1
rw20718,4,1
rw20719,3,1
rw2072,1,0
rw20720,1,4
rw20721,1,2
rw20722,0,1
rw20723,6,0
rw20724,2,1
rw20725,2,1
rw20726,2,0
rw20727,1,1
rw20729,1,1
rw20730,2,2
rw20731,1,1
rw20732,1,2
rw20733,0,1
rw20734,0,0
rw20736,0,0
rw20737,0,4
rw20738,4,1
rw20739,3,2
rw2074,1,2
rw20740,2,0
rw20741,0,2
rw20742,1,1
rw20743,0,0
rw20744,2,4
rw20746,1,2
rw20747,0,4
rw20748,1,2
rw20749,1,3
rw2075,1,2
rw20750,4,2
rw20751,0,4
rw20752,3,0
rw20753,2,1
rw20754,1,1
